measurement_id,surface_group_id,source_group_id,liquid_id,contact_angle_deg,contact_angle_type,measurement_method,temperature_K,humidity_percent,pressure_atm,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,quality_grade,conflict_flag,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,data_extraction_note,record_id,sfe_source_type,new_external_source_flag,target_eligible
CA0141,SFC_587171B3415D,SRC011,LIQ_0F4168490E,152.3,static,unknown,298.15,,1.0,,,1.7,,,B_medium,possible_duplicate,18.5,18.5,0.0,project/default or same source when available,assumed_or_estimated,Table 1 curated static contact angle value; row-specific source reference number retained in notes,CA0141,assumed_or_estimated,no,yes
CA0142,SFC_035481CA46C7,SRC011,LIQ_0F4168490E,172.5,static,unknown,298.15,,1.0,,,1.2,,,B_medium,possible_duplicate,18.5,18.5,0.0,project/default or same source when available,assumed_or_estimated,Table 1 curated static contact angle value; row-specific source reference number retained in notes,CA0142,assumed_or_estimated,no,yes
CA0143,SFC_158AAEDEF9ED,SRC019,LIQ_0F4168490E,76.3,static,sessile_drop,298.15,,1.0,,10.0,2.7,,,A_high,none,37.13,31.63,5.5,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0143,inferred_from_contact_angles,no,yes
CA0144,SFC_158AAEDEF9ED,SRC019,LIQ_6656B41AB7,41.7,static,sessile_drop,298.15,,1.0,,10.0,1.2,,,A_high,none,37.13,31.63,5.5,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0144,inferred_from_contact_angles,no,yes
CA0145,SFC_158AAEDEF9ED,SRC019,LIQ_53310FAFB3,58.2,static,sessile_drop,298.15,,1.0,,10.0,0.9,,,A_high,none,37.13,31.63,5.5,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0145,inferred_from_contact_angles,no,yes
CA0146,SFC_2B64446C7017,SRC019,LIQ_0F4168490E,82.7,static,sessile_drop,298.15,,1.0,,10.0,0.4,,,A_high,none,39.65,36.91,2.74,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0146,inferred_from_contact_angles,no,yes
CA0147,SFC_2B64446C7017,SRC019,LIQ_6656B41AB7,37.7,static,sessile_drop,298.15,,1.0,,10.0,2.4,,,A_high,near_duplicate,39.65,36.91,2.74,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0147,inferred_from_contact_angles,no,yes
CA0148,SFC_2B64446C7017,SRC019,LIQ_53310FAFB3,53.3,static,sessile_drop,298.15,,1.0,,10.0,1.6,,,A_high,none,39.65,36.91,2.74,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0148,inferred_from_contact_angles,no,yes
CA0149,SFC_DE2A842947A3,SRC019,LIQ_0F4168490E,72.3,static,sessile_drop,298.15,,1.0,,10.0,0.6,,,A_high,none,42.82,36.72,6.1,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0149,inferred_from_contact_angles,no,yes
CA0150,SFC_DE2A842947A3,SRC019,LIQ_6656B41AB7,30.9,static,sessile_drop,298.15,,1.0,,10.0,1.6,,,A_high,none,42.82,36.72,6.1,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0150,inferred_from_contact_angles,no,yes
CA0151,SFC_DE2A842947A3,SRC019,LIQ_53310FAFB3,46.7,static,sessile_drop,298.15,,1.0,,10.0,1.5,,,A_high,none,42.82,36.72,6.1,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0151,inferred_from_contact_angles,no,yes
CA0152,SFC_F38D9A54A3DA,SRC019,LIQ_0F4168490E,78.1,static,sessile_drop,298.15,,1.0,,10.0,2.1,,,A_high,none,40.95,36.27,4.68,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0152,inferred_from_contact_angles,no,yes
CA0153,SFC_F38D9A54A3DA,SRC019,LIQ_6656B41AB7,37.7,static,sessile_drop,298.15,,1.0,,10.0,1.0,,,A_high,near_duplicate,40.95,36.27,4.68,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0153,inferred_from_contact_angles,no,yes
CA0154,SFC_F38D9A54A3DA,SRC019,LIQ_53310FAFB3,44.2,static,sessile_drop,298.15,,1.0,,10.0,1.7,,,A_high,none,40.95,36.27,4.68,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0154,inferred_from_contact_angles,no,yes
CA0155,SFC_728CE2CDF422,SRC019,LIQ_0F4168490E,86.2,static,sessile_drop,298.15,,1.0,,10.0,0.7,,,A_high,none,42.51,41.0,1.52,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0155,inferred_from_contact_angles,no,yes
CA0156,SFC_728CE2CDF422,SRC019,LIQ_6656B41AB7,33.6,static,sessile_drop,298.15,,1.0,,10.0,1.4,,,A_high,none,42.51,41.0,1.52,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0156,inferred_from_contact_angles,no,yes
CA0157,SFC_728CE2CDF422,SRC019,LIQ_53310FAFB3,49.4,static,sessile_drop,298.15,,1.0,,10.0,1.2,,,A_high,none,42.51,41.0,1.52,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0157,inferred_from_contact_angles,no,yes
CA0158,SFC_18B35400A3DF,SRC019,LIQ_0F4168490E,77.6,static,sessile_drop,298.15,,1.0,,10.0,3.6,,,A_high,none,38.26,33.32,4.93,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0158,inferred_from_contact_angles,no,yes
CA0159,SFC_18B35400A3DF,SRC019,LIQ_6656B41AB7,40.5,static,sessile_drop,298.15,,1.0,,10.0,0.5,,,A_high,none,38.26,33.32,4.93,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0159,inferred_from_contact_angles,no,yes
CA0160,SFC_18B35400A3DF,SRC019,LIQ_53310FAFB3,54.1,static,sessile_drop,298.15,,1.0,,10.0,1.8,,,A_high,none,38.26,33.32,4.93,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0160,inferred_from_contact_angles,no,yes
CA0161,SFC_A2A13A70D232,SRC019,LIQ_0F4168490E,79.7,static,sessile_drop,298.15,,1.0,,10.0,2.5,,,A_high,none,34.64,29.52,5.12,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0161,inferred_from_contact_angles,no,yes
CA0162,SFC_A2A13A70D232,SRC019,LIQ_6656B41AB7,48.0,static,sessile_drop,298.15,,1.0,,10.0,3.2,,,A_high,none,34.64,29.52,5.12,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0162,inferred_from_contact_angles,no,yes
CA0163,SFC_A2A13A70D232,SRC019,LIQ_53310FAFB3,58.7,static,sessile_drop,298.15,,1.0,,10.0,0.6,,,A_high,none,34.64,29.52,5.12,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0163,inferred_from_contact_angles,no,yes
CA0164,SFC_1A0DE38C2B6C,SRC019,LIQ_0F4168490E,66.7,static,sessile_drop,298.15,,1.0,,10.0,1.7,,,A_high,none,42.97,33.77,9.2,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0164,inferred_from_contact_angles,no,yes
CA0165,SFC_1A0DE38C2B6C,SRC019,LIQ_6656B41AB7,33.0,static,sessile_drop,298.15,,1.0,,10.0,1.2,,,A_high,none,42.97,33.77,9.2,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0165,inferred_from_contact_angles,no,yes
CA0166,SFC_1A0DE38C2B6C,SRC019,LIQ_53310FAFB3,46.0,static,sessile_drop,298.15,,1.0,,10.0,2.8,,,A_high,none,42.97,33.77,9.2,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0166,inferred_from_contact_angles,no,yes
CA0167,SFC_B939DB90B487,SRC019,LIQ_0F4168490E,85.3,static,sessile_drop,298.15,,1.0,,10.0,0.6,,,A_high,none,37.65,35.18,2.47,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0167,inferred_from_contact_angles,no,yes
CA0168,SFC_B939DB90B487,SRC019,LIQ_6656B41AB7,42.7,static,sessile_drop,298.15,,1.0,,10.0,1.3,,,A_high,none,37.65,35.18,2.47,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0168,inferred_from_contact_angles,no,yes
CA0169,SFC_B939DB90B487,SRC019,LIQ_53310FAFB3,54.6,static,sessile_drop,298.15,,1.0,,10.0,1.2,,,A_high,none,37.65,35.18,2.47,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0169,inferred_from_contact_angles,no,yes
CA0170,SFC_20F9A903B6D3,SRC019,LIQ_0F4168490E,70.8,static,sessile_drop,298.15,,1.0,,10.0,2.2,,,A_high,none,43.25,36.23,7.02,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0170,inferred_from_contact_angles,no,yes
CA0171,SFC_20F9A903B6D3,SRC019,LIQ_6656B41AB7,31.6,static,sessile_drop,298.15,,1.0,,10.0,0.8,,,A_high,none,43.25,36.23,7.02,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0171,inferred_from_contact_angles,no,yes
CA0172,SFC_20F9A903B6D3,SRC019,LIQ_53310FAFB3,43.6,static,sessile_drop,298.15,,1.0,,10.0,0.8,,,A_high,none,43.25,36.23,7.02,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0172,inferred_from_contact_angles,no,yes
CA0173,SFC_B194AD3300AA,SRC019,LIQ_0F4168490E,70.0,static,sessile_drop,298.15,,1.0,,10.0,5.7,,,A_high,none,37.17,28.02,9.15,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0173,inferred_from_contact_angles,no,yes
CA0174,SFC_B194AD3300AA,SRC019,LIQ_6656B41AB7,44.5,static,sessile_drop,298.15,,1.0,,10.0,2.3,,,A_high,none,37.17,28.02,9.15,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0174,inferred_from_contact_angles,no,yes
CA0175,SFC_B194AD3300AA,SRC019,LIQ_53310FAFB3,57.7,static,sessile_drop,298.15,,1.0,,10.0,1.3,,,A_high,near_duplicate,37.17,28.02,9.15,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0175,inferred_from_contact_angles,no,yes
CA0176,SFC_518FE42D18EE,SRC019,LIQ_0F4168490E,67.9,static,sessile_drop,298.15,,1.0,,10.0,1.5,,,A_high,none,44.44,36.09,8.34,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0176,inferred_from_contact_angles,no,yes
CA0177,SFC_518FE42D18EE,SRC019,LIQ_6656B41AB7,30.1,static,sessile_drop,298.15,,1.0,,10.0,0.9,,,A_high,none,44.44,36.09,8.34,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0177,inferred_from_contact_angles,no,yes
CA0178,SFC_518FE42D18EE,SRC019,LIQ_53310FAFB3,40.6,static,sessile_drop,298.15,,1.0,,10.0,1.0,,,A_high,none,44.44,36.09,8.34,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0178,inferred_from_contact_angles,no,yes
CA0179,SFC_5B4B735AB969,SRC019,LIQ_0F4168490E,84.9,static,sessile_drop,298.15,,1.0,,10.0,3.4,,,A_high,none,36.8,34.23,2.57,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0179,inferred_from_contact_angles,no,yes
CA0180,SFC_5B4B735AB969,SRC019,LIQ_6656B41AB7,43.3,static,sessile_drop,298.15,,1.0,,10.0,1.3,,,A_high,none,36.8,34.23,2.57,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0180,inferred_from_contact_angles,no,yes
CA0181,SFC_5B4B735AB969,SRC019,LIQ_53310FAFB3,57.7,static,sessile_drop,298.15,,1.0,,10.0,2.5,,,A_high,near_duplicate,36.8,34.23,2.57,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0181,inferred_from_contact_angles,no,yes
CA0182,SFC_C21C1D938B32,SRC019,LIQ_0F4168490E,71.5,static,sessile_drop,298.15,,1.0,,10.0,2.0,,,A_high,none,42.26,35.27,6.99,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0182,inferred_from_contact_angles,no,yes
CA0183,SFC_C21C1D938B32,SRC019,LIQ_6656B41AB7,34.0,static,sessile_drop,298.15,,1.0,,10.0,1.7,,,A_high,none,42.26,35.27,6.99,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0183,inferred_from_contact_angles,no,yes
CA0184,SFC_C21C1D938B32,SRC019,LIQ_53310FAFB3,45.1,static,sessile_drop,298.15,,1.0,,10.0,1.4,,,A_high,none,42.26,35.27,6.99,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0184,inferred_from_contact_angles,no,yes
CA0185,SFC_7CE7C443ED47,SRC019,LIQ_0F4168490E,76.7,static,sessile_drop,298.15,,1.0,,10.0,3.0,,,A_high,none,42.45,37.97,4.48,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0185,inferred_from_contact_angles,no,yes
CA0186,SFC_7CE7C443ED47,SRC019,LIQ_6656B41AB7,32.4,static,sessile_drop,298.15,,1.0,,10.0,1.5,,,A_high,none,42.45,37.97,4.48,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0186,inferred_from_contact_angles,no,yes
CA0187,SFC_7CE7C443ED47,SRC019,LIQ_53310FAFB3,45.9,static,sessile_drop,298.15,,1.0,,10.0,1.8,,,A_high,none,42.45,37.97,4.48,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0187,inferred_from_contact_angles,no,yes
CA0188,SFC_3A912BE10F78,SRC019,LIQ_0F4168490E,77.6,static,sessile_drop,298.15,,1.0,,10.0,4.9,,,A_high,none,37.16,31.8,5.36,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0188,inferred_from_contact_angles,no,yes
CA0189,SFC_3A912BE10F78,SRC019,LIQ_6656B41AB7,43.3,static,sessile_drop,298.15,,1.0,,10.0,2.5,,,A_high,none,37.16,31.8,5.36,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0189,inferred_from_contact_angles,no,yes
CA0190,SFC_3A912BE10F78,SRC019,LIQ_53310FAFB3,54.7,static,sessile_drop,298.15,,1.0,,10.0,2.6,,,A_high,none,37.16,31.8,5.36,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0190,inferred_from_contact_angles,no,yes
CA0191,SFC_A85159655264,SRC019,LIQ_0F4168490E,76.8,static,sessile_drop,298.15,,1.0,,10.0,3.2,,,A_high,none,38.41,33.04,5.37,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0191,inferred_from_contact_angles,no,yes
CA0192,SFC_A85159655264,SRC019,LIQ_6656B41AB7,40.8,static,sessile_drop,298.15,,1.0,,10.0,0.8,,,A_high,none,38.41,33.04,5.37,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0192,inferred_from_contact_angles,no,yes
CA0193,SFC_A85159655264,SRC019,LIQ_53310FAFB3,52.8,static,sessile_drop,298.15,,1.0,,10.0,2.5,,,A_high,none,38.41,33.04,5.37,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0193,inferred_from_contact_angles,no,yes
CA0194,SFC_FFB6C9027014,SRC019,LIQ_0F4168490E,69.2,static,sessile_drop,298.15,,1.0,,10.0,1.7,,,A_high,none,42.21,34.12,8.1,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0194,inferred_from_contact_angles,no,yes
CA0195,SFC_FFB6C9027014,SRC019,LIQ_6656B41AB7,34.2,static,sessile_drop,298.15,,1.0,,10.0,0.8,,,A_high,none,42.21,34.12,8.1,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0195,inferred_from_contact_angles,no,yes
CA0196,SFC_FFB6C9027014,SRC019,LIQ_53310FAFB3,46.5,static,sessile_drop,298.15,,1.0,,10.0,0.4,,,A_high,none,42.21,34.12,8.1,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0196,inferred_from_contact_angles,no,yes
CA0197,SFC_A4D0CCDC96C9,SRC019,LIQ_0F4168490E,64.0,static,sessile_drop,298.15,,1.0,,10.0,2.0,,,A_high,none,44.05,32.83,11.22,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0197,inferred_from_contact_angles,no,yes
CA0198,SFC_A4D0CCDC96C9,SRC019,LIQ_6656B41AB7,34.4,static,sessile_drop,298.15,,1.0,,10.0,0.7,,,A_high,none,44.05,32.83,11.22,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0198,inferred_from_contact_angles,no,yes
CA0199,SFC_A4D0CCDC96C9,SRC019,LIQ_53310FAFB3,40.6,static,sessile_drop,298.15,,1.0,,10.0,1.3,,,A_high,none,44.05,32.83,11.22,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0199,inferred_from_contact_angles,no,yes
CA0200,SFC_122E5AC99B75,SRC019,LIQ_0F4168490E,73.5,static,sessile_drop,298.15,,1.0,,10.0,1.8,,,A_high,none,40.37,33.79,6.58,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0200,inferred_from_contact_angles,no,yes
CA0201,SFC_122E5AC99B75,SRC019,LIQ_6656B41AB7,38.0,static,sessile_drop,298.15,,1.0,,10.0,2.1,,,A_high,none,40.37,33.79,6.58,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0201,inferred_from_contact_angles,no,yes
CA0202,SFC_122E5AC99B75,SRC019,LIQ_53310FAFB3,48.1,static,sessile_drop,298.15,,1.0,,10.0,2.1,,,A_high,none,40.37,33.79,6.58,calculated from water/diiodomethane/ethylene glycol contact angles in Table 1 using OWRK least-squares fit,inferred_from_contact_angles,"Table 1 direct values; three probe liquids measured after weather-aging intervals, each value averaged from 10 contact angles",CA0202,inferred_from_contact_angles,no,yes
CA0203,SFC_AF7901E44BC5,SRC021,LIQ_0F4168490E,148.4,static,sessile_drop,298.15,,1.0,3.0,9.0,5.8,,,A_high,none,91.97,75.53,16.43,calculated from Tables 4/5 contact angles using OWRK least-squares fit; <10 values encoded as upper bound 10,inferred_from_contact_angles,Tables 4 and 5 direct values; each entry is the average of nine measurements on macroporous silicon before/after FOTS treatment,CA0203,inferred_from_contact_angles,no,yes
CA0204,SFC_AF7901E44BC5,SRC021,LIQ_53310FAFB3,13.7,static,sessile_drop,298.15,,1.0,3.0,9.0,2.8,,,A_high,none,91.97,75.53,16.43,calculated from Tables 4/5 contact angles using OWRK least-squares fit; <10 values encoded as upper bound 10,inferred_from_contact_angles,Tables 4 and 5 direct values; each entry is the average of nine measurements on macroporous silicon before/after FOTS treatment,CA0204,inferred_from_contact_angles,no,yes
CA0205,SFC_AF7901E44BC5,SRC021,LIQ_6656B41AB7,10.1,static,sessile_drop,298.15,,1.0,3.0,9.0,0.2,,,A_high,none,91.97,75.53,16.43,calculated from Tables 4/5 contact angles using OWRK least-squares fit; <10 values encoded as upper bound 10,inferred_from_contact_angles,Tables 4 and 5 direct values; each entry is the average of nine measurements on macroporous silicon before/after FOTS treatment,CA0205,inferred_from_contact_angles,no,yes
CA0206,SFC_AF7901E44BC5,SRC021,LIQ_1BD1B94C09,88.0,static,sessile_drop,298.15,,1.0,3.0,9.0,0.7,,,A_high,none,91.97,75.53,16.43,calculated from Tables 4/5 contact angles using OWRK least-squares fit; <10 values encoded as upper bound 10,inferred_from_contact_angles,Tables 4 and 5 direct values; each entry is the average of nine measurements on macroporous silicon before/after FOTS treatment,CA0206,inferred_from_contact_angles,no,yes
CA0207,SFC_64CEEFE0D7DB,SRC021,LIQ_0F4168490E,157.0,static,sessile_drop,298.15,,1.0,3.0,9.0,2.5,,,A_high,none,95.73,76.03,19.7,calculated from Tables 4/5 contact angles using OWRK least-squares fit; <10 values encoded as upper bound 10,inferred_from_contact_angles,Tables 4 and 5 direct values; each entry is the average of nine measurements on macroporous silicon before/after FOTS treatment,CA0207,inferred_from_contact_angles,no,yes
